identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo
395,94,41,villa avon,lambare,migracion por factores economicos,,ocupacion ilegal,,1975,entre 5 y 10 años,40010,,,30,0,,si,privada,,no,en proceso,,no,h,cada uno elige,mas de 2 años,no,si,,no ha habido interes en legalizar las tierras,,no,,,iniciando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,100,irregular,10,si,entre 1 y 3 meses,,no,,,tira y quema,,gas,,asfalto,,,,bueno,en todas las calles del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,municipalidad mopc desague cloacal,no,no,no,no,no,,si,,,asamblea,no,no,no,no,no,si,no,no,si,no,no,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),,,a menos de 10 cuadras (1 km),,,,,,,,,,,,,,cada familia demuestra mejora en su entorno familiar,cada familia demuestra mejora en su entorno familiar,,,no
378,72,2,felicidad 2,lambare,f,particular,ocupacion ilegal,,1992,menos de 1 año,2334,36,24,36,3,,si,fiscal,arroyo,si,si,si,si,propietario o particular,,mas de 2 años,no,si,,no ha habido interes en legalizar las tierras,,no,,,,,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,arroyo,conexión regular,essap,,100,ANDE,100,si,entre 1 y 3 meses,,si,,,,,gas,,,,,,regular,en algunas de las calles del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,no,,,si,no,no,no,no,,no,18,,asamblea,no,si,no,si,si,si,si,no,si,si,si,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),,,3,,,,2,,4,,,1-proyecto de entuvamiento,,,,no
394,85,6,villa Angélica,lambare,reubicacion,,ocupacion de tierras cedidas por el estado,,2007,menos de 1 año,30000,90,200,90,75,,si,sas,,si,no,en proceso,si,un miembro del asentamiento,,de 3 a 6 meses,no,si,,,en proceso,si,sas,,en tramite con la sas,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,100,ANDE,100,si,entre 3 y 6 meses,,si,entre 3 y 6 meses,,,,leña y carbón,,ripio,,ripio,,bueno,,,provistos por el estado,,en todas las calles del asentamiento,,si,"municipalidad= empedrado, snna = mensualidad, apoyo escolar= merienda, techo= casas, mag= huertas, legiona de la buena voluntad= canastas",todas,"snna= 8meses, legion= 4 años, techo=4años, sas= 8 años,",si,"techo, senavitat","capcitacion para jovenes, capacitacion para familias, salud y educacion",si,no,no,no,no,,no,15,,asamblea cada dos años,no,si,no,no,si,si,si,no,no,no,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),barraco lleno de basura en el asentamiento y lineas de alta tension a pocos metros de las casas,,,,2,,3,,,,,1= regularizacionde la tierra,"instituciones que apoyan a los niños, unidad de la comision",,,Programa de Vivienda
393,65,1,villa 6 de julio,lambare,migracion por factores economicos,,ocupacion ilegal,,1990,entre 5 y 10 años,8070,38,100,38,8,,si,sas,,si,si,si,si,municipalidad,,mas de 2 años,no,si,,,en proceso,no,sas,,en tramite con la sas,,si,los propios vecinos,más de 100.000Gs,para uso particular del vendedor,,inodoro conectado a alcantarillado,,conexión regular,essap,,100,ANDE,100,si,no sabe,,si,ns/nr,,servicio de recolección pagado,,gas,,asfalto,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,si,alcantarillado,todas,d,no,,techo,si,no,no,no,no,,no,55,,por voto,no,no,no,no,no,si,no,no,no,no,no,avenida,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,,,,,,,omnibus,mejoramiento y son unidos,,,no
392,90,7,villa 3 de junio,lambare,reubicacion,,e,3 de junio se compro,1989,entre 2 y 3 años,35000,,297,42,0,,si,senavitat,privada,si,si,si,si,h,SENAVITAT,mas de 2 años,si,si,,,solo el 20% cuenta con título,no,,senavitat,,solo algunos cuentan con título,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,50,ANDE,100,si,mas de un año,,si,mas de un año,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,senavitat,atencion medica,si,no,no,no,no,,no,10,,se llama a asamblea se hace po voto,si,no,no,no,no,si,no,no,si,si,si,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,,,2,,,,1 inseguridad,hay mucha solidaridad entre vecinos,,,no
391,340,,villa 3 de febrero,lambare,f,ocupacion,ocupacion ilegal,,1990,mas de 10 años,3600,36,100,50,4,,si,sas,,si,si,no,si,propietario o particular,,mas de 2 años,no,si,,no ha habido interes en legalizar las tierras,,si,,conop m.s.t.,en tramite con la sas,iniciando,si,persona encargada,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,100,ANDE,100,si,mas de un año,,si,4,,servicio de recolección pagado,,leña y carbón,,ripio,,ripio,,bueno,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,,si,no,no,no,no,,no,80,,votacion,no,si,no,no,no,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),"existen familias para intervencion urgente, el asentamiento termina en un arroyo el cual algunas familias utilizan para tirar basura.",,2,1,3,,,,,,,,,,,no
390,75,22,valle yvate,lambare,f,independizan,ocupacion de tierras cedidas por el estado,,1994,entre 2 y 3 años,,,,18,0,,si,municipal,,no,no,no,si,propietario o particular,,mas de 2 años,no,si,,zona de alto riesgo,hay muchas familias al costado del arroyo,no,,,,no pueden legalizarse las tierras,si,los propios vecinos,ns/nr,mejoras para el asentamiento,,"cajon sobre aseguias, canales, otros",,conexión regular,essap,essap,100,ANDE,100,si,entre 1 y 3 meses,,si,4,,,,gas,,,,,,bueno,en todas las calles del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,no,,,si,no,no,no,no,,no,13,,asemblea cada mes,no,si,no,si,si,si,si,no,si,si,si,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,2,,3,,,,,4,,1,,,,,no
389,171,,stella maris,lambare,desastre natural,crecida del rio,ocupacion ilegal,,1982,menos de 1 año,50000,100,300,200,50,,si,sas,sas,si,no,en proceso,si,comision vecinal,,no hubo abandono,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,sas,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a alcantarillado,,conexión regular,essap,,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,senavitad,si,no,si,no,no,,no,60,,votacior,si,no,no,no,no,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,2,3,1,,,,,,,4,,solidaridad,,,no
388,66,2,santa librada,lambare,migracion por factores economicos,,ocupacion ilegal,,1990,entre 5 y 10 años,5000,21,120,21,2,,si,sas,sas,si,si,si,si,sas,,no hubo abandono,no,si,,,en proceso,no,,,,en proceso,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a alcantarillado,inodoro conectado a alcantarillado,conexión regular,essap,,100,ANDE,100,si,,,si,,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,"semprando oportunidades, techo",si,no,no,no,no,,no,100,,por voto,no,si,no,no,no,si,no,no,no,no,no,avenida,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,4,2,3,,5,,,,,1-titulacion de terreno,union entre la comunidad,,,no
387,70,1,san miguel,lambare,vinculos familiares,,ocupacion de tierras cedidas por el estado,,,mas de 10 años,23040,64,360,64,3,,si,municipal,,si,si,no,si,municipalidad,,de 3 a 6 meses,si,si,4 a 6 años,,,,indi,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a alcantarillado,,conexión regular,essap,,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,gas,,,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,si,"ayuda a enfermos, proyecto anti drogas, bautismo, dia del niño",todas,1999,no,,"capacitacion de oficios, snpp, primer empleo, puesto o clinica movil de salud",si,no,no,no,no,,no,30,,de acuerdo al reglamiento de comicion vecinal de la muni,no,si,no,no,no,no,si,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),basura el la calle que no recorre la muni,,2,,,,1,,,,,3- registro civil,no hay delicuente pueden andar tranquilo a la noche,,,no
386,266,,san josé,lambare,f,invasion,ocupacion ilegal,,1995,entre 2 y 3 años,,,,280,0,,si,municipal,,si,si,no,si,comision vecinal,,mas de 2 años,no,si,,,en proceso,no,,,finalizando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,essap,,100,ANDE,99,si,entre 3 y 6 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,"gas, leña y carbón",,ripio,,ripio,,bueno,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,senavitat,senavitat,si,no,si,no,no,dispenserio medico,no,116,,votacion,no,no,no,no,si,no,no,no,no,no,no,falso,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,3,2,1,,,,,,,,,unidad,,,no
385,86,6,san jose,lambare,migracion por factores economicos,,ocupacion ilegal,,1990,entre 2 y 3 años,110000,615,200,1200,20,,si,municipal,,si,si,no,si,comision vecinal,,mas de 2 años,no,si,,,en proceso,si,municipalidad,,,pagando,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,--,ANDE,100,si,5,,si,invalid,,servicio de recolección pagado,,leña y carbón,,,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,si,"parroquia san juan bautista, becas de estudio, regularización de tierras, sepa, conavi, viviendas, sas","becas=300 familias, viviendas= 50 con conavi y 30 con sas, legaliacion=todos.",20 años,si,"conavi, sas","educacion ambiental, capacitaciones y snpp",si,no,si,no,no,"iglesia, snna",no,10 a 12 personas,,por asamblea y se le notifica al municipio para que participe en un periodo de dos años.,no,si,no,no,si,no,si,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),la gente tira su basura al barrancoque esta enferente al asentamiento. anteriormente era un arroyo y por la basura se seco.,3,,,,,,,,1,,2- drogadiccion y daño a los jovenes,"la gente a pesar de los problemas trata de salir adelante, tanto personalmente como a nivel comunitario. hay universitarios, talleres de costura, etc",,,no
384,93,7,ñande tava 2,lambare,f,terreo comprado por la sas,mediante una asociacion social,,1997,entre 2 y 3 años,20000,37,200,37,0,,si,sas,,si,si,si,si,comision vecinal,,no hubo abandono,no,si,,,en proceso,no,,,,en proceso,si,los propios vecinos,ns/nr,,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,100,ANDE,100,no,,,si,entre 6 meses y un año,,servicio de recolección pagado,,gas,,,,,,bueno,únicamente en la calle principal del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,no,,una institucion que se encarga d elos jovenes- snj,si,no,no,no,no,,no,90%,,municipalidad,si,no,no,no,no,no,no,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),,,3,,,,2,,,,1,,"son solidarios entre todos, hay mucha seguridad",,,no
383,67,1,ñande jara guasu,lambare,migracion por factores economicos,,ocupacion ilegal,,1989,mas de 10 años,10193,24,280,63,0,,si,sas,,si,si,si,si,comision vecinal,,no hubo abandono,no,si,,,falleció la dueña anterior,no,,,finalizando,,no,,,,,inodoro conectado a alcantarillado,,pozo comunal,,,100,ANDE,100,si,mas de un año,,si,mas de un año,,servicio de recolección pagado,,gas,,asfalto,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,conavi,"techo, senavitat",si,no,no,no,no,salon comunitario,no,40 personas,,por voto,no,si,no,no,no,si,no,no,no,no,no,avenida,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,,,,,,,,,,1 ampliacion vivienda,son unidos y amables,,,no
382,77,3,mbigua,lambare,f,compra de lotes,e,inmobliliaria,1965,entre 5 y 10 años,20000,30,468,35,10,,si,municipal,,si,si,no,no,propietario o particular,,no hubo abandono,no,si,,zona de alto riesgo,,no,,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo privado,,,90,ANDE,90,no,,,si,4,,,,leña y carbón,,,,,,malo,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,"techo, vivienda de emergencia y senavitat",si,no,no,no,no,,no,30,,por voto,no,si,no,si,no,si,no,no,no,si,no,avenida,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),"proximidad a arroyos contaminados, necesidad de puesto de salud en el asentamiento",,,,,,,,,2,,1- alcantarillado,,,,no
381,74,22,la union,lambare,f,particular,ocupacion ilegal,,2006,menos de 1 año,680,33,133,32,26,,no,privada,,si,en proceso,no,si,propietario o particular,,de 3 a 6 meses,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,iniciando,,si,los propios vecinos,ns/nr,mejoras para el asentamiento,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,100,ANDE,100,si,entre 1 y 3 meses,,si,4,,servicio de recolección pagado,,gas,,ripio,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,,si,no,no,no,no,,no,18,,asamblea cada año,no,si,no,no,si,si,si,no,no,si,si,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,,,,,,,,,,1- entubamiento de cause,sin violencia no hay problemas no hay drogadicto,,,no
380,95,5,ko'e pyahu,lambare,reubicacion,,ocupacion de tierras cedidas por el estado,,2008,entre 2 y 3 años,10000,54,200,53,6,,no,sas,,si,si,si,si,comision vecinal,,mas de 2 años,si,si,4 a 6 años,,,,,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,100,ANDE,100,si,entre 6 meses y un año,,si,entre 6 meses y un año,,servicio de recolección pagado,,gas,,,,,,bueno,únicamente en la calle principal del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,techo,merienda escolar,si,no,no,no,no,,no,30,,votacion,no,no,no,no,si,no,no,no,no,no,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),,3,,,,,1,,,,,2 seguridad,trabajo en conjunto,,,no
379,403,,fraccíon meyer,lambare,migracion por factores economicos,,ocupacion ilegal,,1982,menos de 1 año,6000,60,100,60,0,,si,municipal,,si,si,ns/nr,si,propietario o particular,,no hubo abandono,no,si,,,en proceso,no,,,iniciando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,"essap,aguateria privada",,100,ANDE,100,si,mas de un año,,si,entre 3 y 6 meses,,servicio de recolección pagado,,"electricidad, gas",,,,,,bueno,en algunas de las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,,si,no,no,no,no,,no,50,,votacion,no,no,no,no,no,no,no,no,no,no,no,cancha de colegiales,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),,,2,,,,1,,,,,,unidad,,,no
377,76,2,comision vecinal cacique sepe,lambare,f,,ocupacion ilegal,,1991,mas de 10 años,8500,0,0,18,1,,si,fiscal,arroyo,no,no,no,si,propietario o particular,,no hubo abandono,no,si,,,en proceso,no,,,iniciando,,no,,,,,"cajon sobre aseguias, canales, otros",,conexión regular,essap,,100,ANDE,100,si,mas de un año,,si,mas de un año,,,,gas,,,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,no conoce ningun tipo de programas,si,no,no,no,no,,no,18,,asamblea cada martes,no,si,no,si,si,si,si,no,si,si,si,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),,,,,,,,,,,,1-titulo de propiedad,"estan cerca del centro . todos bien organizado, es mas muy tranquilo en el barrio",,,no
